heat_capacity mean,heat_capacity std,reward mean,reward std,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_unique_stable_structures,frac_stable_structures,frac_successful_jobs,avg_comp_validity,avg_structure_comp_validity,avg_structure_validity,frac_novel_structures,frac_novel_systems,frac_novel_unique_structures,frac_unique_structures,frac_unique_systems,precision,recall,crystal_num,unique_comps,burden,div_ratio,cost,step
0.43863645233402215,0.11970690402339133,0.10927396069640835,0.06594460135799776,0.11861625898355668,0.4255994622132165,0.2777777777777778,0.7962962962962963,1.0,1.0,1.0,1.0,0.46296296296296297,0.14814814814814814,0.46296296296296297,1.0,1.0,0.5370370370370371,6.146593900451184e-05,4,4,,1.0,15,0
,,,,0.21239010987545542,0.5703607143630088,0.09433962264150944,0.6226415094339622,1.0,1.0,1.0,1.0,0.4339622641509434,0.07547169811320754,0.4339622641509434,1.0,1.0,0.5660377358490566,7.80144610441881e-05,4,4,,1.0,20,1
0.3647299775336019,0.0,0.06555998716205824,0.0,0.09601471898642028,0.4729292333723605,0.09615384615384616,0.6730769230769231,1.0,1.0,1.0,1.0,0.38461538461538464,0.038461538461538464,0.38461538461538464,1.0,1.0,0.6153846153846154,8.274261019838131e-05,5,5,,1.0,25,2
0.28479822223278406,0.11624636393754503,0.043155596048665444,0.043155596048665444,0.12156191204721199,0.6458237434831526,0.18181818181818182,0.5818181818181818,1.0,1.0,1.0,1.0,0.5454545454545454,0.05454545454545454,0.5454545454545454,1.0,1.0,0.45454545454545453,5.08276034075771e-05,7,7,,1.0,35,3
0.4032444872010324,0.2690922242388317,0.10877225640889719,0.13465607795240603,0.11699970439378199,0.6306735401542958,0.18181818181818182,0.7636363636363637,1.0,1.0,1.0,1.0,0.36363636363636365,0.0,0.36363636363636365,0.9818181818181818,0.9818181818181818,0.6363636363636364,8.156057290983302e-05,10,10,,1.0,45,4
0.38704397884000813,0.04035776988760115,0.07831084505143322,0.02306158279291494,0.11951213629259899,0.5098128494530134,0.17307692307692307,0.7884615384615384,1.0,1.0,1.0,1.0,0.38461538461538464,0.09615384615384616,0.38461538461538464,1.0,0.9807692307692307,0.6153846153846154,8.747075935257454e-05,12,12,,1.0,54,5
0.18816993050635689,0.02395233752352416,0.0,0.0,0.09333887260351308,0.5349394298875428,0.23076923076923078,0.7307692307692307,1.0,1.0,1.0,1.0,0.46153846153846156,0.1346153846153846,0.46153846153846156,1.0,1.0,0.5384615384615384,5.3191677984673705e-05,14,14,,1.0,66,6
0.33680371425698963,0.12212506903614456,0.059693938083752625,0.059693938083752625,0.18206072741682874,0.5466397372698301,0.09615384615384616,0.6346153846153846,1.0,1.0,1.0,1.0,0.4230769230769231,0.019230769230769232,0.4230769230769231,1.0,1.0,0.5769230769230769,5.791982713886692e-05,16,16,,1.0,71,7
0.5984566246021703,0.14016177682605313,0.19911807120124017,0.08009244390060179,0.17085589250421435,0.4491442232280199,0.1320754716981132,0.6981132075471698,1.0,1.0,1.0,1.0,0.41509433962264153,0.09433962264150944,0.41509433962264153,1.0,1.0,0.5849056603773585,7.80144610441881e-05,18,18,,1.0,78,8
0.21105704534419517,0.04798761481819748,0.002584188617826468,0.002584188617826468,0.1368276948719557,0.4462016467912279,0.13725490196078433,0.7647058823529411,1.0,1.0,1.0,1.0,0.3333333333333333,0.0392156862745098,0.3333333333333333,1.0,1.0,0.6666666666666666,6.383001358160844e-05,20,20,,1.0,85,9
0.28040976485172975,0.0,0.017377008486702712,0.0,0.1269793267669094,0.5900722244567632,0.2631578947368421,0.7719298245614035,1.0,1.0,1.0,1.0,0.42105263157894735,0.05263157894736842,0.42105263157894735,1.0,0.9824561403508771,0.5789473684210527,8.156057290983302e-05,21,21,,1.0,100,10
0.5823496414142979,0.3956850156780173,0.20800990202637573,0.20800990202637573,0.15888820852314695,0.4890135259451776,0.1864406779661017,0.7288135593220338,1.0,1.0,1.0,1.0,0.3898305084745763,0.05084745762711865,0.3898305084745763,0.9830508474576272,0.9830508474576272,0.6101694915254238,7.919649833273641e-05,23,23,,1.0,111,11
0.4314343040745057,0.08768764596427274,0.10367674518543184,0.050107226265298704,0.12903345711444242,0.5430277544022376,0.16981132075471697,0.660377358490566,1.0,1.0,1.0,1.0,0.4716981132075472,0.07547169811320754,0.4716981132075472,1.0,1.0,0.5283018867924528,5.791982713886692e-05,26,26,,1.0,120,12
