cycle,n_input,K,n_oracle,n_gp,is_anchor,target_cp,ltm_size,mean_oracle_cp,gp_rmse_train,gp_rmse_cv5,gp_mae_cv5,elapsed_s
0,7,4,7,0,0,1.5000,449,0.2679,0.0000,0.0826,0.0548,1171.69
1,5,3,3,2,0,1.5000,450,0.2778,0.0000,0.0808,0.0528,244.02
2,6,3,3,3,0,1.5000,451,0.2094,0.0000,0.0815,0.0548,333.03
3,5,3,3,2,0,1.5000,451,nan,0.0000,0.0815,0.0548,201.84
