cycle,n_input,K,n_oracle,n_gp,is_anchor,target_cp,ltm_size,mean_reward,pi_mean,pi_max,oracle_pi_threshold,elapsed_s,ence,picp_50,picp_90
0,16,8,16,0,0,1.5000,10,0.1585,nan,nan,nan,1445.68,nan,nan,nan
1,16,8,16,0,0,1.5000,20,0.1808,nan,nan,nan,1432.76,nan,nan,nan
2,16,8,8,8,0,1.5000,26,0.3061,0.0000,0.0000,0.0000,827.17,nan,nan,nan
3,16,8,8,8,0,1.5000,30,0.2909,0.0000,0.0000,0.0000,840.78,nan,nan,nan
4,16,8,8,8,0,1.5000,32,0.2738,0.0000,0.0000,0.0000,518.45,nan,nan,nan
5,16,8,16,0,1,1.5000,42,0.2138,nan,nan,nan,1149.06,0.9243,1.0000,1.0000
6,16,8,8,8,0,1.5000,46,0.2836,0.0000,0.0000,0.0000,374.36,nan,nan,nan
7,16,8,8,8,0,1.5000,48,0.3207,0.0000,0.0000,0.0000,485.18,nan,nan,nan
8,16,8,8,8,0,1.5000,51,0.3673,0.0000,0.0000,0.0000,410.20,nan,nan,nan
