heat_capacity mean,heat_capacity std,reward mean,reward std,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_unique_stable_structures,frac_stable_structures,frac_successful_jobs,avg_comp_validity,avg_structure_comp_validity,avg_structure_validity,frac_novel_structures,frac_novel_systems,frac_novel_unique_structures,frac_unique_structures,frac_unique_systems,precision,recall,crystal_num,unique_comps,burden,div_ratio,cost,step
0.3034976161831673,0.14103449672754156,0.04877088451695524,0.06363156321942763,0.14966959235825839,0.6119494945835054,0.23076923076923078,0.6923076923076923,1.0,1.0,1.0,1.0,0.4807692307692308,0.057692307692307696,0.4807692307692308,1.0,1.0,0.5192307692307693,8.392464748692962e-05,4,4,,1.0,12,0
0.21252235172574158,0.033508144531538595,0.0,0.0,0.1313425721634307,0.4140848163430665,0.2,0.7636363636363637,1.0,1.0,1.0,1.0,0.43636363636363634,0.12727272727272726,0.43636363636363634,1.0,1.0,0.5636363636363636,8.156057290983302e-05,6,6,,1.0,23,1
0.42855056307077355,0.09205413831615483,0.10202889318329918,0.05260236475208848,0.26205091433840133,0.5065596231446298,0.14,0.66,1.0,1.0,1.0,1.0,0.44,0.18,0.44,1.0,1.0,0.56,6.028390171596353e-05,8,8,,1.0,30,2
0.33149506574833587,0.076267019846845,0.046568608999049084,0.04358115419819714,0.22231178173713462,0.6303764394521163,0.12727272727272726,0.6727272727272727,1.0,1.0,1.0,1.0,0.43636363636363634,0.01818181818181818,0.43636363636363634,1.0,0.9818181818181818,0.5636363636363636,9.929113223805758e-05,10,10,,1.0,37,3
0.18370308018868906,0.04265535083541821,0.0,0.0,0.16120683922112725,0.5189035146328038,0.16,0.74,1.0,1.0,1.0,1.0,0.38,0.06,0.38,1.0,1.0,0.62,6.264797629306015e-05,13,13,,1.0,45,4
0.16666994936574403,0.0,0.0,0.0,0.243914274010585,0.48975583729181366,0.08163265306122448,0.7346938775510204,1.0,1.0,1.0,1.0,0.3469387755102041,0.08163265306122448,0.3469387755102041,1.0,1.0,0.6530612244897959,8.274261019838131e-05,14,14,,1.0,49,5
0.2716813014415371,0.044910151297753734,0.0190261293540831,0.0190261293540831,0.1978664626437215,0.5040481649700642,0.21818181818181817,0.6181818181818182,1.0,1.0,1.0,1.0,0.5454545454545454,0.05454545454545454,0.5454545454545454,1.0,0.9818181818181818,0.45454545454545453,6.028390171596353e-05,16,16,,1.0,61,6
,,,,0.26114052965704515,0.5288327305601414,0.14035087719298245,0.7017543859649122,1.0,1.0,1.0,1.0,0.38596491228070173,0.08771929824561403,0.38596491228070173,1.0,1.0,0.6140350877192983,0.00012411391529757197,16,16,,1.0,69,7
0.2568215173334556,0.0,0.003898009904831769,0.0,0.12651710534419328,0.6523882555587482,0.14814814814814814,0.5555555555555556,1.0,1.0,1.0,1.0,0.5925925925925926,0.07407407407407407,0.5925925925925926,1.0,1.0,0.4074074074074074,4.728149154193218e-05,17,17,,1.0,77,8
0.23999195781151916,0.0,0.0,0.0,0.06362644259710933,0.46031264752180706,0.17857142857142858,0.8035714285714286,1.0,1.0,1.0,1.0,0.35714285714285715,0.03571428571428571,0.35714285714285715,1.0,1.0,0.6428571428571429,6.974020002434997e-05,18,18,,1.0,87,9
0.5374614467816653,0.0,0.16426368387523732,0.0,0.13978148780559602,0.505109426597926,0.05454545454545454,0.6727272727272727,1.0,1.0,1.0,1.0,0.34545454545454546,0.05454545454545454,0.34545454545454546,1.0,0.9818181818181818,0.6545454545454545,0.0001040192813922508,19,19,,1.0,90,10
