bulk_modulus mean,bulk_modulus std,reward mean,reward std,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_unique_stable_structures,frac_stable_structures,frac_successful_jobs,avg_comp_validity,avg_structure_comp_validity,avg_structure_validity,frac_novel_structures,frac_novel_systems,frac_novel_unique_structures,frac_unique_structures,frac_unique_systems,precision,recall,crystal_num,unique_comps,burden,div_ratio,cost,step
45.9662663069501,28.6011011425106,0.0719353065114499,0.07154363051451648,0.17392789456743468,1.027513199563217,0.14285714285714285,0.35714285714285715,1.0,1.0,1.0,1.0,0.7857142857142857,0.19047619047619047,0.7857142857142857,1.0,1.0,0.21428571428571427,2.60048203480627e-05,6,6,,1.0,6,0
50.27751221460216,4.098610197439648,0.07967766372263727,0.010785816309051705,0.22269800884723173,1.0684046739706654,0.10526315789473684,0.18421052631578946,1.0,1.0,1.0,1.0,0.868421052631579,0.34210526315789475,0.868421052631579,1.0,1.0,0.13157894736842105,7.092223731289827e-06,8,8,,1.0,10,1
75.05876353162796,24.52017828129659,0.14489148297796833,0.0645267849507805,0.2964642677935067,0.9343896958046712,0.061224489795918366,0.24489795918367346,1.0,1.0,1.0,1.0,0.7755102040816326,0.1836734693877551,0.7755102040816326,1.0,1.0,0.22448979591836735,2.8368894925159308e-05,10,10,,1.0,13,2
109.45102837006714,42.51163346940504,0.23539744307912405,0.11187271965632904,0.344762767550681,0.9670340234675618,0.09433962264150944,0.24528301886792453,1.0,1.0,1.0,1.0,0.8490566037735849,0.24528301886792453,0.8490566037735849,1.0,1.0,0.1509433962264151,2.364074577096609e-05,13,13,,1.0,18,3
103.9520807027049,32.11494639283127,0.22092652816501293,0.08451301682324018,0.32266037592444374,0.9904988808591152,0.25,0.36363636363636365,1.0,1.0,1.0,1.0,0.8409090909090909,0.13636363636363635,0.8409090909090909,1.0,1.0,0.1590909090909091,1.536648475112796e-05,17,17,,1.0,29,4
79.65969028891094,48.01313775856003,0.16300384137890694,0.11789267276840563,0.42112767215330743,1.0157401766593852,0.14285714285714285,0.2653061224489796,1.0,1.0,1.0,1.0,0.8571428571428571,0.24489795918367346,0.8571428571428571,1.0,1.0,0.14285714285714285,4.018926781064235e-05,21,21,,1.0,36,5
60.766777395430516,26.84235929939476,0.10728099314586978,0.07063778762998621,0.2159438016280923,0.9819988924810562,0.14893617021276595,0.2765957446808511,1.0,1.0,1.0,1.0,0.851063829787234,0.23404255319148937,0.851063829787234,1.0,0.9787234042553191,0.14893617021276595,2.2458708482417787e-05,25,25,,1.0,43,6
86.56738274239467,46.13988431183429,0.1751773230063018,0.1214207481890376,0.3219774669319207,0.9256096093308387,0.2127659574468085,0.3617021276595745,1.0,1.0,1.0,1.0,0.851063829787234,0.0851063829787234,0.851063829787234,1.0,1.0,0.14893617021276595,2.8368894925159308e-05,29,29,,1.0,53,7
109.90391446490044,30.80449450098483,0.23658924859184324,0.08106445921311797,0.35976347119680374,1.0087538421115436,0.09433962264150944,0.18867924528301888,1.0,1.0,1.0,1.0,0.9056603773584906,0.2830188679245283,0.9056603773584906,1.0,1.0,0.09433962264150944,1.1820372885483045e-05,32,32,,1.0,58,8
88.85957525154845,70.03125009906958,0.1812094085567065,0.18429276341860418,0.27425406819136366,0.8846882543327984,0.125,0.2708333333333333,1.0,1.0,1.0,1.0,0.8125,0.22916666666666666,0.8125,1.0,1.0,0.1875,1.536648475112796e-05,35,35,,1.0,64,9
