cycle,n_input,K,n_oracle,n_gp,is_anchor,target_cp,ltm_size,mean_oracle_cp,gp_rmse_train,gp_rmse_cv5,gp_mae_cv5,elapsed_s
0,7,4,7,0,0,1.5000,448,0.1704,0.0000,0.0952,0.0603,1462.09
1,9,4,4,5,0,1.5000,449,0.1903,0.0000,0.0899,0.0566,400.87
2,13,4,4,9,0,1.5000,451,0.2229,0.0000,0.0937,0.0592,357.50
3,8,4,4,4,0,1.5000,453,0.1381,0.0000,0.0874,0.0564,226.83
4,9,4,4,5,0,1.5000,455,0.2175,0.0000,0.0906,0.0582,310.64
5,9,4,4,5,0,1.5000,457,0.1595,0.0000,0.0937,0.0585,211.90
6,6,3,3,3,0,1.5000,457,nan,0.0001,0.0937,0.0585,395.24
