number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_bags,params_n_estimators,params_neg_sample_ratio,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.9243338865624577,2026-05-29 15:13:45.421471,2026-05-29 15:16:19.196974,0 days 00:02:33.775503,0.6232334448672797,0.01700037298921102,7,10,250,1.9260714596148742,0.8661761457749352,1.4016725176148133,0.662397808134481,COMPLETE
1,0.9412190593759509,2026-05-29 15:16:19.197468,2026-05-29 15:20:14.495456,0 days 00:03:55.297988,0.6733618039413735,0.020589728197687916,9,16,300,0.5308767414437037,0.3042422429595377,1.2871346474483567,0.6727299868828402,COMPLETE
