model,descriptor,property,pca,R2,Spearman
gp,mace,eps_electronic,10,-0.0008345421825213,0.7230814739932631
gp,mace,eps_electronic,25,-0.0008337516099794,0.8139847400508238
gp,mace,eps_electronic,50,-0.0008377135296013,0.5552054246043585
gp,mace,eps_total,10,-0.0008364348363216,0.3773292384906374
gp,mace,eps_total,25,-0.0008387796616124,0.3867054715054102
gp,mace,eps_total,50,-0.0008383599067283,0.4484092002191931
gp,mace,last phdos peak,10,0.0574862594522608,0.6377484824065439
gp,mace,last phdos peak,25,0.5098168286475024,0.7730739163404516
gp,mace,last phdos peak,50,0.502990268379852,0.7194596326486735
gp,orb,eps_electronic,10,-0.0008327272038014,0.7516050969000424
gp,orb,eps_electronic,25,-0.000831546369885,0.8306990998016724
gp,orb,eps_electronic,50,-0.0008337915331623,0.7878457666696703
gp,orb,eps_total,10,-0.0008404600326162,0.4810384155768717
gp,orb,eps_total,25,-0.0008393236753928,0.539228589518604
gp,orb,eps_total,50,-0.0008381635842904,0.5375249477114499
gp,orb,last phdos peak,10,0.5965231570349376,0.8268453503350927
gp,orb,last phdos peak,25,0.6350129640598117,0.8502695637538841
gp,orb,last phdos peak,50,0.3768731659914258,0.7495927602426945
gp,soap,eps_electronic,10,-0.0008361978650059,0.3439454234955434
gp,soap,eps_electronic,25,-0.000836243815185,0.4199549264511603
gp,soap,eps_electronic,50,-0.0008352087590093,0.6807228618221528
gp,soap,eps_total,10,-0.0008387403400929,0.13388593038203
gp,soap,eps_total,25,-0.0008361936015957,0.2208824823397537
gp,soap,eps_total,50,-0.0008365666242606,0.2870771494191512
gp,soap,last phdos peak,10,0.4229046426801174,0.7979307428121002
gp,soap,last phdos peak,25,0.4585461524849158,0.8015873241795217
gp,soap,last phdos peak,50,0.5128154528220552,0.8248181808801036
gp,uma,eps_electronic,10,-0.000831603254145,0.590728596585571
gp,uma,eps_electronic,25,-0.0008308344228625,0.6343575721885422
gp,uma,eps_electronic,50,-0.0008333181371336,0.6523700289191512
gp,uma,eps_total,10,-0.0008404142302744,0.245109092401874
gp,uma,eps_total,25,-0.0008383285790331,0.358692843273715
gp,uma,eps_total,50,-0.0008382028113862,0.449616629697473
gp,uma,last phdos peak,10,0.4034408700659641,0.7297132061435352
gp,uma,last phdos peak,25,0.4453511852002544,0.7855757769028788
gp,uma,last phdos peak,50,0.4900866968848274,0.762894142172376
mtgp_2,mace,eps_electronic,10,-0.0008340821503554,0.6947611216086843
mtgp_2,mace,eps_electronic,25,-0.0008344887787075,0.7749267741217415
mtgp_2,mace,eps_electronic,50,-0.0008355095166237,0.6873620349798774
mtgp_2,mace,eps_total,10,-0.0008373788954382,0.4100311918038332
mtgp_2,mace,eps_total,25,-0.0008381477996698,0.4131967890086672
mtgp_2,mace,eps_total,50,-0.0008370791713765,0.4684357339688946
mtgp_2,mace,last phdos peak,10,0.1480132590003698,0.675082038703479
mtgp_2,mace,last phdos peak,25,0.4647496142910929,0.7814173445254241
mtgp_2,mace,last phdos peak,50,0.3436064604659751,0.6936781483744254
mtgp_2,orb,eps_electronic,10,-0.0008323897956641,0.7536942957721754
mtgp_2,orb,eps_electronic,25,-0.0008322163944993,0.8406729983184125
mtgp_2,orb,eps_electronic,50,-0.0008314581480409,0.8537140236578207
mtgp_2,orb,eps_total,10,-0.0008364814598221,0.4185105463873786
mtgp_2,orb,eps_total,25,-0.0008381659056484,0.4622107065146809
mtgp_2,orb,eps_total,50,-0.0008402427417847,0.5540781804359065
mtgp_2,orb,last phdos peak,10,0.5219959653569438,0.8327873350182384
mtgp_2,orb,last phdos peak,25,0.5009880740363957,0.7287683273301521
mtgp_2,orb,last phdos peak,50,0.7935464839383123,0.8664806260933113
mtgp_2,soap,eps_electronic,10,-0.0008365242002178,0.4562428851409533
mtgp_2,soap,eps_electronic,25,-0.0008350003894878,0.4111702648799797
mtgp_2,soap,eps_electronic,50,-0.000835084623428,0.5685378253381099
mtgp_2,soap,eps_total,10,-0.0008372118917762,0.2930234428196399
mtgp_2,soap,eps_total,25,-0.0008361206051245,0.2237402226575104
mtgp_2,soap,eps_total,50,-0.0008361526442678,0.296831632033968
mtgp_2,soap,last phdos peak,10,0.4234018020387914,0.7955644352029057
mtgp_2,soap,last phdos peak,25,0.216370430818705,0.7240776670116034
mtgp_2,soap,last phdos peak,50,0.1791107662825144,0.6929040764902814
mtgp_2,uma,eps_electronic,10,-0.0008331840145421,0.6044396840325719
mtgp_2,uma,eps_electronic,25,-0.0008319804504444,0.6504846967897626
mtgp_2,uma,eps_electronic,50,-0.0008343759100053,0.673847363121704
mtgp_2,uma,eps_total,10,-0.0008393065969639,0.2576547075697808
mtgp_2,uma,eps_total,25,-0.0008355572145395,0.3892693909947339
mtgp_2,uma,eps_total,50,-0.0008219838272874,0.4400097710025612
mtgp_2,uma,last phdos peak,10,0.3614511756051815,0.7082841083363427
mtgp_2,uma,last phdos peak,25,0.4642716982376242,0.7765283013826728
mtgp_2,uma,last phdos peak,50,0.3143488266759385,0.7291287307183193
dgp,mace,eps_electronic,10,-0.0008352273180497,0.6174764474472447
dgp,mace,eps_electronic,25,-0.0008375432149089,0.0258652298172419
dgp,mace,eps_electronic,50,-0.0008376346027437,0.003823762958985
dgp,mace,eps_total,10,-0.00083778251215,0.370164910744557
dgp,mace,eps_total,25,-0.0008386368070204,-0.0007651024680409
dgp,mace,eps_total,50,-0.000838707935527,0.0229559751802506
dgp,mace,last phdos peak,10,0.1769880662470142,0.6106442287645258
dgp,mace,last phdos peak,25,-0.0295686025784476,0.0056994248635214
dgp,mace,last phdos peak,50,-0.0035798949841153,0.0106095461967496
dgp,orb,eps_electronic,10,-0.0008330704722729,0.7897350069735005
dgp,orb,eps_electronic,25,-0.0008340228726447,0.6332896780651056
dgp,orb,eps_electronic,50,-0.0008376457329668,0.0013982718512461
dgp,orb,eps_total,10,-0.0008345471742654,0.4834917312452426
dgp,orb,eps_total,25,-0.0008329094934027,0.3965988451769212
dgp,orb,eps_total,50,-0.0008382246265391,0.0080263546314885
dgp,orb,last phdos peak,10,0.6893139891820457,0.8620083166629418
dgp,orb,last phdos peak,25,0.3910583892332969,0.4765291136464932
dgp,orb,last phdos peak,50,-0.0077383776704393,0.0008697106893868
dgp,soap,eps_electronic,10,-0.0008371984496496,0.3134562662936991
dgp,soap,eps_electronic,25,-0.0008351406446692,0.4759859206376444
dgp,soap,eps_electronic,50,-0.0008377329906796,-0.0012672843020496
dgp,soap,eps_total,10,-0.0008381261872681,0.1696260760772504
dgp,soap,eps_total,25,-0.0008390012330433,0.2551220258283441
dgp,soap,eps_total,50,-0.0008382185244434,-0.0014294506785147
dgp,soap,last phdos peak,10,0.0715758298944146,0.3556330632853156
dgp,soap,last phdos peak,25,0.3562506489932546,0.6522583636237778
dgp,soap,last phdos peak,50,-0.0137450291877677,-0.0059188547886041
dgp,uma,eps_electronic,10,-0.0008345094800769,0.5862331694393201
dgp,uma,eps_electronic,25,-0.0008327437633201,0.5179388627738445
dgp,uma,eps_electronic,50,-0.0008376386238117,-0.017551951414058
dgp,uma,eps_total,10,-0.0008384509780934,0.3024204204273715
dgp,uma,eps_total,25,-0.0008328115859986,0.2570577252664132
dgp,uma,eps_total,50,-0.0008383606040802,0.0134201248071971
dgp,uma,last phdos peak,10,0.2951429172058467,0.6026498617267887
dgp,uma,last phdos peak,25,0.1987435789848488,0.4562159716998181
dgp,uma,last phdos peak,50,-0.0033857648975761,0.0082964578399168
