model,descriptor,property,pca,R2,Spearman
gp,uma,eps_total,10,-0.0009573898054363,0.2448778939740724
gp,uma,eps_total,25,-0.00095197954748,0.3419046929921
gp,uma,eps_total,50,-0.0009592443993038,0.4407867677815472
gp,uma,last phdos peak,10,0.6953907075931083,0.8536922681642365
gp,uma,last phdos peak,25,0.7376012427201384,0.8661306292467634
gp,uma,last phdos peak,50,0.7699559644016113,0.8796893010932119
mtgp_2,mace,eps_electronic,10,-0.0009530002720131,0.7779601759383151
mtgp_2,mace,eps_electronic,25,-0.0009543171030635,0.8105528166862539
mtgp_2,mace,eps_electronic,50,-0.000954237756416,0.8320211015251779
mtgp_2,mace,eps_total,10,-0.0009511099486408,0.4763436637007469
mtgp_2,mace,eps_total,25,-0.0009554075177472,0.431486394501562
mtgp_2,mace,eps_total,50,-0.0009552242595877,0.5072459616186299
mtgp_2,mace,last phdos peak,10,0.3558018253735235,0.7600980055150378
mtgp_2,mace,last phdos peak,25,0.6807880923248247,0.8364782333108337
mtgp_2,mace,last phdos peak,50,0.4359729661881877,0.7541615502438268
mtgp_2,orb,eps_electronic,10,-0.0009542731444506,0.8262902810236401
mtgp_2,orb,eps_electronic,25,-0.0009552950482148,0.8775065638188471
mtgp_2,orb,eps_electronic,50,-0.0009525287236614,0.9263045102876962
mtgp_2,orb,eps_total,10,-0.0009545494141918,0.6214537331476399
mtgp_2,orb,eps_total,25,-0.0009582450942454,0.5523606483282818
mtgp_2,orb,eps_total,50,-0.0009523713656734,0.5645999418634874
mtgp_2,orb,last phdos peak,10,0.6100023142857975,0.8287137237779831
mtgp_2,orb,last phdos peak,25,0.8233655362273371,0.8985500892361309
mtgp_2,orb,last phdos peak,50,0.5366891522132103,0.7562651886518474
mtgp_2,soap,eps_electronic,10,-0.0009554187929497,0.5542308650989927
mtgp_2,soap,eps_electronic,25,-0.0009568774860996,0.5677925012518374
mtgp_2,soap,eps_electronic,50,-0.0009556001462417,0.6712294016493329
mtgp_2,soap,eps_total,10,-0.0009551564913581,0.2914923820624043
mtgp_2,soap,eps_total,25,-0.0009589372252154,0.3029358867836546
mtgp_2,soap,eps_total,50,-0.0009574243501514,0.3547458538626416
mtgp_2,soap,last phdos peak,10,0.429358178794881,0.8810736817746955
mtgp_2,soap,last phdos peak,25,0.4323592516303428,0.8733226834324747
mtgp_2,soap,last phdos peak,50,0.540896286851084,0.8442655460626032
mtgp_2,uma,eps_electronic,10,-0.0009554294108003,0.6721963907915519
mtgp_2,uma,eps_electronic,25,-0.0009520041167931,0.7439799510031198
mtgp_2,uma,eps_electronic,50,-0.000954046274557,0.8099306149712191
mtgp_2,uma,eps_total,10,-0.0009583848783642,0.3607589821606782
mtgp_2,uma,eps_total,25,-0.0009557305395448,0.2912815640855704
mtgp_2,uma,eps_total,50,-0.0009541626880541,0.4092517101029007
mtgp_2,uma,last phdos peak,10,0.6747289934717873,0.8396957978851644
mtgp_2,uma,last phdos peak,25,0.6665934620225684,0.8414521986959255
mtgp_2,uma,last phdos peak,50,0.4348047238460776,0.7146426714583394
dgp,mace,eps_electronic,10,-0.0009554268887827,0.7258703701514385
dgp,mace,eps_electronic,25,-0.0009561163764278,0.734796858657052
dgp,mace,eps_electronic,50,-0.0009575003848132,-0.0182901243711915
dgp,mace,eps_total,10,-0.0009571301391171,0.3217787361235383
dgp,mace,eps_total,25,-0.0009557106163347,0.3427452214384329
dgp,mace,eps_total,50,-0.0009552074817882,0.0086430346032833
dgp,mace,last phdos peak,10,0.4135998322426394,0.7276227922288707
dgp,mace,last phdos peak,25,0.6364750153474611,0.6930772528464132
dgp,mace,last phdos peak,50,-0.0014323506578928,0.0125430930193402
dgp,orb,eps_electronic,10,-0.0009538870390043,0.8488269187834387
dgp,orb,eps_electronic,25,-0.0009537681498366,0.6610780514270381
dgp,orb,eps_electronic,50,-0.0009575435884426,0.0069218331282862
dgp,orb,eps_total,10,-0.0009558285960235,0.4705854342634713
dgp,orb,eps_total,25,-0.000951221668788,0.4585475471243778
dgp,orb,eps_total,50,-0.0009540210198481,-0.0163645197618138
dgp,orb,last phdos peak,10,0.8192558592423357,0.874083288855301
dgp,orb,last phdos peak,25,0.5852244312363594,0.5210146319912101
dgp,orb,last phdos peak,50,-0.0134701620450978,0.0060777363817727
dgp,soap,eps_electronic,10,-0.0009568905460966,0.5227784461225282
dgp,soap,eps_electronic,25,-0.0009569050003315,0.4809637281688915
dgp,soap,eps_electronic,50,-0.0009574087066077,0.015010883229624
dgp,soap,eps_total,10,-0.0009592459442843,0.1868841217251387
dgp,soap,eps_total,25,-0.000954564092416,0.1797906367290277
dgp,soap,eps_total,50,-0.0009539784367121,-0.0124957012979635
dgp,soap,last phdos peak,10,0.5407252567955815,0.8175759678271808
dgp,soap,last phdos peak,25,0.3624652356782675,0.6229403268721829
dgp,soap,last phdos peak,50,-0.0009744003090878,0.0138880306830118
dgp,uma,eps_electronic,10,-0.0009568399076324,0.650362579379028
dgp,uma,eps_electronic,25,-0.0009506398266214,0.4965467000582442
dgp,uma,eps_electronic,50,-0.0009575070869202,0.0137217719876954
dgp,uma,eps_total,10,-0.0009581497595553,0.3278812360538755
dgp,uma,eps_total,25,-0.0009459998011816,0.2496641212653523
dgp,uma,eps_total,50,-0.0009550477034675,0.0072020396903723
dgp,uma,last phdos peak,10,0.6305775880204949,0.758786569949953
dgp,uma,last phdos peak,25,0.3359875381456513,0.5210824865593249
dgp,uma,last phdos peak,50,-0.0012738443000731,-0.0278523441482299
