model,property,best_pca,R2,Spearman
gp,eps_electronic,10,-0.000951713540872,0.9260592139439134
gp,eps_total,25,-0.0009472563514499,0.4741951994884784
gp,last phdos peak,50,0.8218942501551375,0.8897471991912212
mtgp_2,eps_electronic,50,-0.0009525287236614,0.9263045102876962
mtgp_2,eps_total,50,-0.0009523713656734,0.6214537331476399
mtgp_2,last phdos peak,25,0.8233655362273371,0.8985500892361309
dgp,eps_electronic,25,-0.0009537681498366,0.8488269187834387
dgp,eps_total,25,-0.000951221668788,0.4705854342634713
dgp,last phdos peak,10,0.8192558592423357,0.874083288855301
