model,descriptor,pca_components,n_train,property,metric,mean,std,config,cv,relative_std
gp,soap,25,250,eps_electronic,R2,-0.0009561692106808,4.246920292335358e-07,gp_soap_pca25_n250,,0.0444159862159926
gp,soap,25,250,eps_electronic,RMSE,90572.06353065332,0.019214243254627,gp_soap_pca25_n250,2.1214315436375266e-07,2.121431543637524e-05
gp,soap,25,250,eps_electronic,Spearman,0.5142713886582305,0.031988947180641,gp_soap_pca25_n250,0.0622024633026977,6.22024632906025
gp,soap,25,250,eps_total,R2,-0.000956505752145,1.4977576862985303e-06,gp_soap_pca25_n250,,0.156586358874831
gp,soap,25,250,eps_total,RMSE,101619.86390210978,0.076028214984755,gp_soap_pca25_n250,7.481629286375824e-07,7.481629286375817e-05
gp,soap,25,250,eps_total,Spearman,0.1713275815709735,0.0383427319187428,gp_soap_pca25_n250,0.2237977771422582,22.379777701163263
gp,soap,25,250,last phdos peak,R2,0.4540583574284748,0.051945728485283,gp_soap_pca25_n250,0.1144031986977923,11.44031986725966
gp,soap,25,250,last phdos peak,RMSE,355.0976226766765,16.75758065323777,gp_soap_pca25_n250,0.0471914751975005,4.719147519748721
gp,soap,25,250,last phdos peak,Spearman,0.8885757239148422,0.005221910803987,gp_soap_pca25_n250,0.0058767200852399,0.5876720084578606
gp,mace,25,250,eps_electronic,R2,-0.0009550434377801,1.365043558392574e-06,gp_mace_pca25_n250,,0.1429299821833753
gp,mace,25,250,eps_electronic,RMSE,90572.01259753328,0.0617583914140728,gp_mace_pca25_n250,6.818705872033895e-07,6.818705872033886e-05
gp,mace,25,250,eps_electronic,Spearman,0.8055066995004188,0.0095095927534346,gp_mace_pca25_n250,0.0118057276982705,1.180572769680494
gp,mace,25,250,eps_total,R2,-0.0009558647698526,1.4843322132360223e-06,gp_mace_pca25_n250,,0.1552868255807868
gp,mace,25,250,eps_total,RMSE,101619.83136496038,0.0753467600037781,gp_mace_pca25_n250,7.414572430569736e-07,7.414572430569729e-05
gp,mace,25,250,eps_total,Spearman,0.3893008734749302,0.1262610718607147,gp_mace_pca25_n250,0.3243277384242641,32.43277383409538
gp,mace,25,250,last phdos peak,R2,0.6751068990324157,0.0274408341864679,gp_mace_pca25_n250,0.0406466505168247,4.064665051080399
gp,mace,25,250,last phdos peak,RMSE,273.9878311512275,11.71582903475574,gp_mace_pca25_n250,0.042760399195573,4.27603991955574
gp,mace,25,250,last phdos peak,Spearman,0.8302584682050821,0.0251790014405578,gp_mace_pca25_n250,0.0303267023520901,3.0326702348437435
