model,descriptor,pca_components,n_train,property,metric,mean,std,config,cv,relative_std
gp,soap,50,100,band_gap,R2,0.1055287209586348,0.0883877689130138,gp_soap_pca50_n100,0.8375707400799454,83.75707392862556
gp,soap,50,100,band_gap,RMSE,1.5133243598754758,0.0744539442474865,gp_soap_pca50_n100,0.0491989333031108,4.9198933299859835
gp,soap,50,100,band_gap,Spearman,0.4797930306290706,0.0415559855106225,gp_soap_pca50_n100,0.0866123158482257,8.66123158301737
gp,soap,50,100,n,R2,0.0716066317660464,0.0666448675353966,gp_soap_pca50_n100,0.9307080348806112,93.07080335808602
gp,soap,50,100,n,RMSE,1.1308169596250768,0.0416033056283228,gp_soap_pca50_n100,0.0367904860943334,3.6790486091079986
gp,soap,50,100,n,Spearman,0.5434541426504151,0.0912695786966674,gp_soap_pca50_n100,0.1679434777174527,16.79434776865498
gp,soap,50,100,poly_electronic,R2,0.009227063964758,0.0263459077712823,gp_soap_pca50_n100,2.85528613130984,285.52861003651526
gp,soap,50,100,poly_electronic,RMSE,13.524710645142209,0.181516113145441,gp_soap_pca50_n100,0.0134210718371736,1.3421071837074434
gp,soap,50,100,poly_electronic,Spearman,0.5390395573519337,0.0858802334900247,gp_soap_pca50_n100,0.159320837067908,15.93208370383516
gp,soap,50,100,poly_total,R2,-0.010944453350968,0.0163396141168044,gp_soap_pca50_n100,,149.29584368929102
gp,soap,50,100,poly_total,RMSE,20.31247391634231,0.1633587418299451,gp_soap_pca50_n100,0.0080422868481084,0.8042286848068828
gp,soap,50,100,poly_total,Spearman,0.2858667191432533,0.0635000434663014,gp_soap_pca50_n100,0.2221316411249688,22.213164104726424
gp,mace,50,100,band_gap,R2,0.5052595460158921,0.0147613785063154,gp_mace_pca50_n100,0.0292154371406,2.9215437134817757
gp,mace,50,100,band_gap,RMSE,1.1267133483754908,0.0169386689406929,gp_mace_pca50_n100,0.0150336986467012,1.5033698645366995
gp,mace,50,100,band_gap,Spearman,0.6495454225907121,0.0250175648102412,gp_mace_pca50_n100,0.0385154970540145,3.851549704808493
gp,mace,50,100,n,R2,0.2799365339149615,0.1388257563878619,gp_mace_pca50_n100,0.495918680017786,49.59186798406321
gp,mace,50,100,n,RMSE,0.9923631838551148,0.0914116086143013,gp_mace_pca50_n100,0.0921150745024489,9.21150744931665
gp,mace,50,100,n,Spearman,0.7705558813818346,0.0464254708354946,gp_mace_pca50_n100,0.060249323841692,6.024932383387311
gp,mace,50,100,poly_electronic,R2,0.0227445090112668,0.0519000179127281,gp_mace_pca50_n100,2.2818702257770753,228.1870215744455
gp,mace,50,100,poly_electronic,RMSE,13.428405940218274,0.3641457063804634,gp_mace_pca50_n100,0.0271175676399416,2.7117567639739715
gp,mace,50,100,poly_electronic,Spearman,0.6804601964463888,0.0492192619821585,gp_mace_pca50_n100,0.0723323160402319,7.233231602960203
gp,mace,50,100,poly_total,R2,-0.0083972323014048,0.0062354783496292,gp_mace_pca50_n100,,74.25635080179569
gp,mace,50,100,poly_total,RMSE,20.28742691310064,0.0626719305872074,gp_mace_pca50_n100,0.0030892005603104,0.3089200560295203
gp,mace,50,100,poly_total,Spearman,0.4398416304078667,0.0256783560272936,gp_mace_pca50_n100,0.0583809131561329,5.83809131428598
gp,orb,50,100,band_gap,R2,0.6747950032822041,0.0175754025045183,gp_orb_pca50_n100,0.0260455433413577,2.6045543337497987
gp,orb,50,100,band_gap,RMSE,0.9132678641822536,0.0243434019770585,gp_orb_pca50_n100,0.0266552705200634,2.665527051714474
gp,orb,50,100,band_gap,Spearman,0.7608156397575538,0.0212995312237041,gp_orb_pca50_n100,0.0279956537571855,2.7995653753505874
gp,orb,50,100,n,R2,0.3720268475736164,0.0311406730963438,gp_orb_pca50_n100,0.0837054457210422,8.37054456985424
gp,orb,50,100,n,RMSE,0.930373088938934,0.0230648277777016,gp_orb_pca50_n100,0.0247909446779102,2.4790944675245643
gp,orb,50,100,n,Spearman,0.8434956403771672,0.0262847153956605,gp_orb_pca50_n100,0.0311616493760505,3.1161649372356193
gp,orb,50,100,poly_electronic,R2,0.0932590834869221,0.0123649925900241,gp_orb_pca50_n100,0.1325875413707884,13.25875412286173
gp,orb,50,100,poly_electronic,RMSE,12.93932095149042,0.0884499023490615,gp_orb_pca50_n100,0.0068357452976597,0.6835745297606965
gp,orb,50,100,poly_electronic,Spearman,0.7506420419515055,0.0452810640246481,gp_orb_pca50_n100,0.0603231120747343,6.032311206669813
gp,orb,50,100,poly_total,R2,0.0359590827297246,0.0497714307755287,gp_orb_pca50_n100,1.3841129138254271,138.4112909976294
gp,orb,50,100,poly_total,RMSE,19.829626329095923,0.5150064045548668,gp_orb_pca50_n100,0.0259715637605939,2.5971563760462955
gp,orb,50,100,poly_total,Spearman,0.4925704954747466,0.0690988912253703,gp_orb_pca50_n100,0.140282237487188,14.028223745870848
gp,uma,50,100,band_gap,R2,0.6012884732331149,0.0117173522039447,gp_uma_pca50_n100,0.0194870727205874,1.9487072717346547
gp,uma,50,100,band_gap,RMSE,1.0114772694185206,0.0148924927289428,gp_uma_pca50_n100,0.0147235070714977,1.4723507070042083
gp,uma,50,100,band_gap,Spearman,0.709962336857652,0.0216591385999392,gp_uma_pca50_n100,0.0305074473327757,3.0507447328478676
gp,uma,50,100,n,R2,0.3536031014845165,0.053979300318444,gp_uma_pca50_n100,0.1526550533403837,15.265505329721249
gp,uma,50,100,n,RMSE,0.9434295165646108,0.0384395224446958,gp_uma_pca50_n100,0.0407444560190027,4.074445601468398
gp,uma,50,100,n,Spearman,0.7749436074311815,0.0275002601796762,gp_uma_pca50_n100,0.0354867888656251,3.5486788861045824
gp,uma,50,100,poly_electronic,R2,0.1033833695257418,0.0273986687174784,gp_uma_pca50_n100,0.2650200785983891,26.50200783420422
gp,uma,50,100,poly_electronic,RMSE,12.86570953339616,0.1946089218077387,gp_uma_pca50_n100,0.0151261709509749,1.5126170950857398
gp,uma,50,100,poly_electronic,Spearman,0.7215091059829629,0.0338644169331285,gp_uma_pca50_n100,0.046935536436498,4.693553642999287
gp,uma,50,100,poly_total,R2,0.0758794692057065,0.049140625147894,gp_uma_pca50_n100,0.6476142448318338,64.76142439783563
gp,uma,50,100,poly_total,RMSE,19.414483588347025,0.5132097723854244,gp_uma_pca50_n100,0.0264343766884154,2.643437668827927
gp,uma,50,100,poly_total,Spearman,0.490662285689174,0.0638501640563542,gp_uma_pca50_n100,0.1301305723277092,13.013057230118784
gp,soap,10,100,band_gap,R2,0.1850913539506979,0.0480880561672875,gp_soap_pca10_n100,0.259807144638947,25.980714449858
gp,soap,10,100,band_gap,RMSE,1.445578611440608,0.0423793748474737,gp_soap_pca10_n100,0.029316548067379,2.931654806535107
gp,soap,10,100,band_gap,Spearman,0.4944799498960462,0.0237456036654879,gp_soap_pca10_n100,0.048021368046328,4.802136803661659
gp,soap,10,100,n,R2,-0.0179786724391562,0.0240809635387699,gp_soap_pca10_n100,,133.94183294858598
gp,soap,10,100,n,RMSE,1.1848382696538518,0.0139926831553698,gp_soap_pca10_n100,0.0118097832537581,1.1809783252761372
gp,soap,10,100,n,Spearman,0.3975431536855091,0.0433773596011008,gp_soap_pca10_n100,0.1091135872897361,10.91135872622892
gp,soap,10,100,poly_electronic,R2,-0.0187149701814373,0.0138660777435488,gp_soap_pca10_n100,,74.09083495741406
gp,soap,10,100,poly_electronic,RMSE,13.715014198900894,0.0935726240790466,gp_soap_pca10_n100,0.0068226414294595,0.6822641429409758
gp,soap,10,100,poly_electronic,Spearman,0.3308783956352241,0.0211597965754011,gp_soap_pca10_n100,0.0639503722652495,6.395037224592208
gp,soap,10,100,poly_total,R2,-0.0030288547590287,0.0075429035340325,gp_soap_pca10_n100,,249.03482950158184
gp,soap,10,100,poly_total,RMSE,20.233306205378263,0.0761692500040837,gp_soap_pca10_n100,0.0037645478811484,0.3764547881129804
gp,soap,10,100,poly_total,Spearman,0.2858259541385577,0.0475631950174713,gp_soap_pca10_n100,0.1664061444693522,16.64061444111329
gp,mace,10,100,band_gap,R2,0.3243056046636366,0.0276312811390797,gp_mace_pca10_n100,0.0852013679126462,8.520136788637428
gp,mace,10,100,band_gap,RMSE,1.3166069932843556,0.0272208517376151,gp_mace_pca10_n100,0.0206750016340951,2.0675001632524785
gp,mace,10,100,band_gap,Spearman,0.5272976941807742,0.0305315251536825,gp_mace_pca10_n100,0.057901874957214,5.790187494623321
gp,mace,10,100,n,R2,0.2660550135945649,0.0440523951060339,gp_mace_pca10_n100,0.1655762637616155,16.557626369938173
gp,mace,10,100,n,RMSE,1.0056548077517136,0.0307430479359897,gp_mace_pca10_n100,0.0305701794482743,3.0570179445234498
gp,mace,10,100,n,Spearman,0.7474874770490537,0.039746724240352,gp_mace_pca10_n100,0.0531737660639679,5.317376605685429
gp,mace,10,100,poly_electronic,R2,0.0277505907957442,0.0521565421518438,gp_mace_pca10_n100,1.8794750185946485,187.94750118219093
gp,mace,10,100,poly_electronic,RMSE,13.394052936859094,0.3600531321868013,gp_mace_pca10_n100,0.0268815670569713,2.688156705677062
gp,mace,10,100,poly_electronic,Spearman,0.6412871805231353,0.0816021910420988,gp_mace_pca10_n100,0.127247500839688,12.72475008198455
gp,mace,10,100,poly_total,R2,0.0094429153371397,0.010922955560837,gp_mace_pca10_n100,1.1567355176717713,115.67355054220003
gp,mace,10,100,poly_total,RMSE,20.10695686494334,0.1110704747556855,gp_mace_pca10_n100,0.0055239823460972,0.5523982346069757
