heat_capacity mean,heat_capacity std,reward mean,reward std,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_unique_stable_structures,frac_stable_structures,frac_successful_jobs,avg_comp_validity,avg_structure_comp_validity,avg_structure_validity,frac_novel_structures,frac_novel_systems,frac_novel_unique_structures,frac_unique_structures,frac_unique_systems,precision,recall,crystal_num,unique_comps,burden,div_ratio,cost,step
0.1774527272071326,0.1201453626527525,0.011469802406304758,0.021278071055703975,0.08335215831766711,0.039456704290948906,0.3728813559322034,0.8135593220338984,1.0,1.0,1.0,1.0,0.559322033898305,0.06779661016949153,0.559322033898305,1.0,1.0,0.4406779661016949,4.609945425338388e-05,16,16,,1.0,16,0
0.2145754971689306,0.22675674118612657,0.041756615990163254,0.0907628180567917,0.07957012145042815,0.07240342737305643,0.4642857142857143,0.75,1.0,1.0,1.0,1.0,0.7142857142857143,0.10714285714285714,0.7142857142857143,1.0,1.0,0.2857142857142857,3.073296950225592e-05,32,32,,1.0,32,1
0.28407227266515567,0.06702935535113061,0.023522042549395838,0.034926027632538964,0.06529290073541615,0.03065818826565713,0.5087719298245614,0.8245614035087719,1.0,1.0,1.0,1.0,0.6491228070175439,0.08771929824561403,0.6491228070175439,1.0,1.0,0.3508771929824561,2.60048203480627e-05,48,48,,1.0,48,2
0.28581576433355,0.11994572663271007,0.03764202219446643,0.05364336987210441,0.07567998768087039,0.03498026340026346,0.34545454545454546,0.7454545454545455,1.0,1.0,1.0,1.0,0.6,0.09090909090909091,0.6,1.0,1.0,0.4,6.028390171596353e-05,64,64,,1.0,64,3
0.40434423993515073,0.3033061028735727,0.09458261772960874,0.16947126323655715,0.10491746800055145,0.024131037035441002,0.35185185185185186,0.7407407407407407,1.0,1.0,1.0,1.0,0.5740740740740741,0.1111111111111111,0.5740740740740741,1.0,1.0,0.42592592592592593,4.137130509919066e-05,80,80,,1.0,80,4
0.09935749780984701,0.12603012100465164,0.007883199087727034,0.020862728720073515,0.08173328761642118,0.028127674441953195,0.3090909090909091,0.6909090909090909,1.0,1.0,1.0,1.0,0.5818181818181818,0.12727272727272726,0.5818181818181818,1.0,0.9818181818181818,0.41818181818181815,6.264797629306015e-05,96,96,,1.0,96,5
0.45733944948278993,0.36563443271730856,0.13548488182340837,0.1960192218202031,0.06900691728720924,0.05664400985912911,0.44,0.8,1.0,1.0,1.0,1.0,0.62,0.06,0.62,1.0,1.0,0.38,2.9550932213707615e-05,112,112,,1.0,112,6
0.34114198366910464,0.24760804162453026,0.07182226777461559,0.12693220495434626,0.0581998713485948,0.1162411025519023,0.37735849056603776,0.8301886792452831,1.0,1.0,1.0,1.0,0.5471698113207547,0.07547169811320754,0.5471698113207547,1.0,1.0,0.4528301886792453,4.728149154193218e-05,128,128,,1.0,128,7
0.4327725800550739,0.291410272566422,0.1106862960223679,0.16168240117125457,0.06913755229758424,0.04567654272056653,0.3888888888888889,0.7777777777777778,1.0,1.0,1.0,1.0,0.5740740740740741,0.1111111111111111,0.5740740740740741,1.0,1.0,0.42592592592592593,5.910186442741523e-05,144,144,,1.0,144,8
0.34688235903199816,0.22637450843187598,0.06379117043475255,0.12375108549758143,0.05954026278320889,0.08318594503791316,0.40350877192982454,0.8070175438596491,1.0,1.0,1.0,1.0,0.5789473684210527,0.05263157894736842,0.5789473684210527,1.0,1.0,0.42105263157894735,5.555575256177031e-05,160,160,,1.0,160,9
