cycle,n_input,K,n_oracle,n_gp,is_anchor,target_cp,ltm_size,mean_reward,pi_mean,pi_max,oracle_pi_threshold,elapsed_s,ence,picp_50,picp_90
0,6,8,6,0,0,1.5000,163,0.1374,nan,nan,nan,1149.27,nan,nan,nan
1,5,8,5,0,0,1.5000,166,0.2477,nan,nan,nan,516.12,nan,nan,nan
2,8,8,8,0,0,1.5000,167,0.0295,nan,nan,nan,643.20,nan,nan,nan
3,6,8,6,0,0,1.5000,170,0.0951,nan,nan,nan,451.75,nan,nan,nan
4,4,8,4,0,0,1.5000,170,0.0000,nan,nan,nan,459.54,nan,nan,nan
