bulk_modulus mean,bulk_modulus std,reward mean,reward std,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_unique_stable_structures,frac_stable_structures,frac_successful_jobs,avg_comp_validity,avg_structure_comp_validity,avg_structure_validity,frac_novel_structures,frac_novel_systems,frac_novel_unique_structures,frac_unique_structures,frac_unique_systems,precision,recall,crystal_num,unique_comps,burden,div_ratio,cost,step
63.700840071542885,59.60458122523997,0.1188932133420786,0.1535654187683249,0.08162496978423382,0.05267449236549832,0.3389830508474576,0.7288135593220338,1.0,1.0,1.0,1.0,0.6101694915254238,0.06779661016949153,0.6101694915254238,1.0,1.0,0.3898305084745763,5.08276034075771e-05,16,16,,1.0,16,0
136.69758869480154,80.68324507626404,0.3172596167139279,0.1957670613977527,0.09485759238182465,0.04285872787499428,0.30357142857142855,0.625,1.0,1.0,1.0,1.0,0.6607142857142857,0.125,0.6607142857142857,1.0,1.0,0.3392857142857143,4.609945425338388e-05,20,20,,1.0,32,1
139.96591695497943,122.47660169597698,0.3168940096841095,0.3211238659164989,0.08415647357839247,0.04049189137208479,0.2962962962962963,0.6851851851851852,1.0,1.0,1.0,1.0,0.5740740740740741,0.18518518518518517,0.5740740740740741,1.0,1.0,0.42592592592592593,5.6737789850318616e-05,24,24,,1.0,48,2
93.73564205890132,77.13795916786961,0.19841147763796244,0.19853281737026296,0.06950687406005865,0.034321321860768986,0.39285714285714285,0.7678571428571429,1.0,1.0,1.0,1.0,0.625,0.05357142857142857,0.625,1.0,1.0,0.375,5.910186442741523e-05,28,28,,1.0,64,3
104.99437988950174,72.84866299782217,0.22366942076184665,0.19170700788900574,0.08843275075734179,0.04031405997523814,0.33962264150943394,0.6981132075471698,1.0,1.0,1.0,1.0,0.6415094339622641,0.1320754716981132,0.6415094339622641,1.0,0.9811320754716981,0.3584905660377358,5.08276034075771e-05,32,32,,1.0,80,4
104.77575771048514,85.60445362213918,0.23123632059895516,0.2162968532196144,0.08851567718774826,0.03749133328264421,0.3333333333333333,0.6078431372549019,1.0,1.0,1.0,1.0,0.6862745098039216,0.058823529411764705,0.6862745098039216,1.0,1.0,0.3137254901960784,3.7825193233545746e-05,36,36,,1.0,96,5
134.95844813019158,107.56469986940684,0.30900569553925783,0.2756679773923909,0.08287239236091165,0.032356109098173755,0.39655172413793105,0.7068965517241379,1.0,1.0,1.0,1.0,0.6551724137931034,0.10344827586206896,0.6551724137931034,1.0,1.0,0.3448275862068966,6.501205087015675e-05,40,40,,1.0,112,6
115.06698750074271,48.74377838068309,0.25017628289669136,0.12827310100179762,0.06868095470145016,0.049104397485484313,0.37037037037037035,0.7407407407407407,1.0,1.0,1.0,1.0,0.6296296296296297,0.14814814814814814,0.6296296296296297,1.0,1.0,0.37037037037037035,4.728149154193218e-05,44,44,,1.0,128,7
130.2294067360723,124.18366145213571,0.2900773861475587,0.3267991090845677,0.08432693944571881,0.08549085351610483,0.509090909090909,0.7454545454545455,1.0,1.0,1.0,1.0,0.7636363636363637,0.03636363636363636,0.7636363636363637,1.0,0.9818181818181818,0.23636363636363636,4.4917416964835574e-05,48,47,,0.9791666666666666,144,8
138.731903308931,53.28485554821511,0.31245237712876583,0.1402233040742503,0.09830568629790429,0.055316495485078124,0.28846153846153844,0.5961538461538461,1.0,1.0,1.0,1.0,0.6923076923076923,0.23076923076923078,0.6923076923076923,1.0,1.0,0.3076923076923077,2.364074577096609e-05,52,51,,0.9807692307692307,159,9
132.76819720218123,76.79941323846283,0.2967584136899506,0.20210371904858637,0.13821117708831626,0.07357222549261175,0.32142857142857145,0.7321428571428571,1.0,1.0,1.0,1.0,0.5535714285714286,0.05357142857142857,0.5535714285714286,1.0,1.0,0.44642857142857145,6.028390171596353e-05,56,55,,0.9821428571428571,175,10
