heat_capacity mean,heat_capacity std,reward mean,reward std,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_unique_stable_structures,frac_stable_structures,frac_successful_jobs,avg_comp_validity,avg_structure_comp_validity,avg_structure_validity,frac_novel_structures,frac_novel_systems,frac_novel_unique_structures,frac_unique_structures,frac_unique_systems,precision,recall,crystal_num,unique_comps,burden,div_ratio,cost,step
0.18008312791002762,0.03386237130719778,0.0,0.0,0.10773985979519457,0.5025767787260033,0.1724137931034483,0.7413793103448276,1.0,1.0,1.0,1.0,0.39655172413793105,0.06896551724137931,0.39655172413793105,1.0,1.0,0.603448275862069,6.855816273580166e-05,2,2,,1.0,10,0
0.30546882123525576,0.09918868980496483,0.0445709129388283,0.03744170023308683,0.094738543317293,0.4406871404071866,0.1320754716981132,0.7358490566037735,1.0,1.0,1.0,1.0,0.37735849056603776,0.11320754716981132,0.37735849056603776,1.0,1.0,0.6226415094339622,6.737612544725336e-05,7,7,,1.0,17,1
0.38711994035342695,0.19794550098062683,0.08716614346800163,0.10507863706630952,0.1503307250896,0.47794987584011284,0.16666666666666666,0.7222222222222222,1.0,1.0,1.0,1.0,0.3888888888888889,0.09259259259259259,0.3888888888888889,1.0,1.0,0.6111111111111112,8.156057290983302e-05,14,14,,1.0,26,2
0.3615753247906873,0.07068560233219566,0.06486478075809093,0.038524623980934675,0.08255328446474786,0.5129849117998022,0.13559322033898305,0.7457627118644068,1.0,1.0,1.0,1.0,0.3898305084745763,0.06779661016949153,0.3898305084745763,1.0,1.0,0.6101694915254238,9.929113223805758e-05,18,18,,1.0,34,3
0.27654085296160313,0.109312301636313,0.03872660877545877,0.03876225341753253,0.18073683808638624,0.5599351556157068,0.1509433962264151,0.660377358490566,1.0,1.0,1.0,1.0,0.4716981132075472,0.1320754716981132,0.4716981132075472,1.0,1.0,0.5283018867924528,5.555575256177031e-05,22,22,,1.0,42,4
0.30334850084910336,0.10938727852375328,0.037303452235056864,0.057182874324186506,0.14096755501438218,0.594753076464709,0.21818181818181817,0.7272727272727273,1.0,1.0,1.0,1.0,0.4727272727272727,0.03636363636363636,0.4727272727272727,1.0,0.9818181818181818,0.5272727272727272,5.437371527322201e-05,29,29,,1.0,54,5
0.28909209154246424,0.04837948838635943,0.02765071646319557,0.020348083071648357,0.11018787808448312,0.593435659647685,0.175,0.75,1.0,1.0,1.0,1.0,0.4,0.05,0.4,1.0,1.0,0.6,5.910186442741523e-05,32,32,,1.0,61,6
0.2324745630981233,0.05712265170082193,0.00889119119539709,0.013325994931553784,0.08146531541791761,0.451413479896369,0.18867924528301888,0.7735849056603774,1.0,1.0,1.0,1.0,0.41509433962264153,0.03773584905660377,0.41509433962264153,1.0,1.0,0.5849056603773585,6.501205087015675e-05,37,37,,1.0,71,7
0.31731659619739966,0.09692098689420597,0.045942177869602814,0.047521937405924905,0.1403753302118983,0.712819052857425,0.24074074074074073,0.6111111111111112,1.0,1.0,1.0,1.0,0.5925925925925926,0.07407407407407407,0.5925925925925926,1.0,1.0,0.4074074074074074,4.609945425338388e-05,43,43,,1.0,84,8
0.2729078522062505,0.043940601791728894,0.020113953402857005,0.01578735548195406,0.09917910952403738,0.5207257342871734,0.16666666666666666,0.6851851851851852,1.0,1.0,1.0,1.0,0.46296296296296297,0.018518518518518517,0.46296296296296297,1.0,1.0,0.5370370370370371,8.510668477547793e-05,46,46,,1.0,93,9
0.3136002972453544,0.03633703687588533,0.03634302699734535,0.020764021071934476,0.3066592664315197,0.5816250813843494,0.15384615384615385,0.5769230769230769,1.0,1.0,1.0,1.0,0.5384615384615384,0.038461538461538464,0.5384615384615384,1.0,1.0,0.46153846153846156,4.8463528830480485e-05,49,49,,1.0,101,10
0.46994864468334135,0.12604144008360646,0.12568493981905224,0.07202368004777512,0.18410727068115673,0.6432828288302386,0.15384615384615385,0.6346153846153846,1.0,1.0,1.0,1.0,0.5,0.1346153846153846,0.5,1.0,1.0,0.5,4.373537967628727e-05,55,55,,1.0,109,11
0.23065057883336992,0.05221553776148098,0.009384669850100658,0.011609976623065885,0.15076611545972504,0.5405911711020142,0.21153846153846154,0.7115384615384616,1.0,1.0,1.0,1.0,0.4423076923076923,0.09615384615384616,0.4423076923076923,1.0,1.0,0.5576923076923077,7.210427460144658e-05,60,60,,1.0,120,12
0.26490908666216517,0.08194873176662108,0.025289635289511236,0.031191543983703603,0.08809016464090214,0.5727953101955079,0.1509433962264151,0.6792452830188679,1.0,1.0,1.0,1.0,0.4528301886792453,0.09433962264150944,0.4528301886792453,1.0,1.0,0.5471698113207547,5.6737789850318616e-05,65,65,,1.0,128,13
0.4132544668885083,0.07992234150748827,0.09328826679343333,0.04566990943285043,0.09811049355083937,0.42815233677335585,0.17543859649122806,0.8070175438596491,1.0,1.0,1.0,1.0,0.3684210526315789,0.07017543859649122,0.3684210526315789,1.0,0.9824561403508771,0.631578947368421,8.865279664112284e-05,69,69,,1.0,138,14
0.3767736967047511,0.1308854152220789,0.076953156501927,0.06950653564268035,0.1040738473115478,0.5811543599411298,0.15254237288135594,0.711864406779661,1.0,1.0,1.0,1.0,0.4067796610169492,0.03389830508474576,0.4067796610169492,1.0,1.0,0.5932203389830508,0.00010638335596934741,74,74,,1.0,147,15
